{'source': 'The Sergeant', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 97.42, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Thumper Doma', 'itemName': 'Auron', 'rarity': 'Rare', 'chance': 33.36, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Thumper Doma', 'itemName': 'Veridos', 'rarity': 'Rare', 'chance': 33.36, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Thumper Doma', 'itemName': 'Ferros', 'rarity': 'Rare', 'chance': 33.36, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Thumper Bull', 'itemName': 'Charc Electroplax', 'rarity': 'Rare', 'chance': 25.02, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Thumper Bull', 'itemName': 'Goopolla Spleen', 'rarity': 'Rare', 'chance': 25.02, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Thumper Bull', 'itemName': 'Murkray Liver', 'rarity': 'Rare', 'chance': 25.02, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Thumper Bull', 'itemName': 'Sharrac Teeth', 'rarity': 'Rare', 'chance': 25.02, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Thumper Bull', 'itemName': 'Karkina Antenna', 'rarity': 'Rare', 'chance': 25.02, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Thumper Bull', 'itemName': 'Azurite', 'rarity': 'Rare', 'chance': 25.02, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Thumper Bull', 'itemName': 'Devar', 'rarity': 'Rare', 'chance': 25.02, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Thumper Bull', 'itemName': 'Pyrol', 'rarity': 'Rare', 'chance': 25.02, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Thumper Bull', 'itemName': 'Coprite Alloy', 'rarity': 'Rare', 'chance': 25.02, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Thumper Bull', 'itemName': 'Mawfish Bones', 'rarity': 'Rare', 'chance': 25.02, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Thumper Bull', 'itemName': 'Khut-Khut Venom Sac', 'rarity': 'Rare', 'chance': 25.02, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Thumper Bull', 'itemName': 'Yogwun Stomach', 'rarity': 'Rare', 'chance': 25.02, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Thumper Bull', 'itemName': 'Tralok Eyes', 'rarity': 'Rare', 'chance': 25.02, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Thumper Bull', 'itemName': 'Mortus Horn', 'rarity': 'Rare', 'chance': 25.02, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Thumper Bull', 'itemName': 'Maprico', 'rarity': 'Rare', 'chance': 25.02, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Thumper Bull', 'itemName': 'Grokdrul', 'rarity': 'Rare', 'chance': 25.02, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Thumper Bull', 'itemName': 'Iradite', 'rarity': 'Rare', 'chance': 25.02, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Thumper Bull', 'itemName': 'Norg Brain', 'rarity': 'Rare', 'chance': 25.02, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Thumper Bull', 'itemName': 'Cuthol Tendrils', 'rarity': 'Rare', 'chance': 25.02, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Thumper Bull', 'itemName': 'Nistlepod', 'rarity': 'Rare', 'chance': 25.02, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Thumper Bull', 'itemName': 'Crimzian', 'rarity': 'Rare', 'chance': 25.02, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Thumper Bull', 'itemName': 'Auron', 'rarity': 'Rare', 'chance': 25.02, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Thumper Bull', 'itemName': 'Veridos', 'rarity': 'Rare', 'chance': 25.02, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Thumper Bull', 'itemName': 'Ferros', 'rarity': 'Rare', 'chance': 25.02, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Thumper', 'itemName': 'Charc Electroplax', 'rarity': 'Rare', 'chance': 16.68, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Thumper', 'itemName': 'Goopolla Spleen', 'rarity': 'Rare', 'chance': 16.68, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Thumper', 'itemName': 'Murkray Liver', 'rarity': 'Rare', 'chance': 16.68, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Thumper', 'itemName': 'Sharrac Teeth', 'rarity': 'Rare', 'chance': 16.68, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Thumper', 'itemName': 'Karkina Antenna', 'rarity': 'Rare', 'chance': 16.68, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Thumper', 'itemName': 'Azurite', 'rarity': 'Rare', 'chance': 16.68, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Thumper', 'itemName': 'Devar', 'rarity': 'Rare', 'chance': 16.68, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Thumper', 'itemName': 'Pyrol', 'rarity': 'Rare', 'chance': 16.68, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Thumper', 'itemName': 'Coprite Alloy', 'rarity': 'Rare', 'chance': 16.68, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Thumper', 'itemName': 'Mawfish Bones', 'rarity': 'Rare', 'chance': 16.68, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Thumper', 'itemName': 'Khut-Khut Venom Sac', 'rarity': 'Rare', 'chance': 16.68, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Thumper', 'itemName': 'Yogwun Stomach', 'rarity': 'Rare', 'chance': 16.68, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Thumper', 'itemName': 'Tralok Eyes', 'rarity': 'Rare', 'chance': 16.68, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Thumper', 'itemName': 'Mortus Horn', 'rarity': 'Rare', 'chance': 16.68, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Thumper', 'itemName': 'Maprico', 'rarity': 'Rare', 'chance': 16.68, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Thumper', 'itemName': 'Grokdrul', 'rarity': 'Rare', 'chance': 16.68, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Thumper', 'itemName': 'Iradite', 'rarity': 'Rare', 'chance': 16.68, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Thumper', 'itemName': 'Norg Brain', 'rarity': 'Rare', 'chance': 16.68, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Thumper', 'itemName': 'Cuthol Tendrils', 'rarity': 'Rare', 'chance': 16.68, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Thumper', 'itemName': 'Nistlepod', 'rarity': 'Rare', 'chance': 16.68, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Thumper', 'itemName': 'Crimzian', 'rarity': 'Rare', 'chance': 16.68, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Thumper', 'itemName': 'Auron', 'rarity': 'Rare', 'chance': 16.68, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Thumper', 'itemName': 'Veridos', 'rarity': 'Rare', 'chance': 16.68, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Thumper', 'itemName': 'Ferros', 'rarity': 'Rare', 'chance': 16.68, 'tablename': 'resourceByAvatar'}
{'source': 'Grokdrul Drum', 'itemName': 'Grokdrul', 'rarity': 'Common', 'chance': 100, 'tablename': 'resourceByAvatar'}
{'source': 'Iradite Formation', 'itemName': 'Iradite', 'rarity': 'Common', 'chance': 100, 'tablename': 'resourceByAvatar'}
{'source': 'Coastal Mergoo', 'itemName': 'Kuaka Spinal Claw', 'rarity': 'Common', 'chance': 100, 'tablename': 'resourceByAvatar'}
{'source': 'Splendid Mergoo', 'itemName': 'Kuaka Spinal Claw', 'rarity': 'Common', 'chance': 100, 'tablename': 'resourceByAvatar'}
{'source': 'Woodland Mergoo', 'itemName': 'Kuaka Spinal Claw', 'rarity': 'Common', 'chance': 100, 'tablename': 'resourceByAvatar'}
{'source': 'Leaping Thrasher', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Zealot Proselytizer', 'itemName': 'Neurodes', 'rarity': 'Common', 'chance': 2.5, 'tablename': 'resourceByAvatar'}
{'source': 'Zealot Proselytizer', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 2.5, 'tablename': 'resourceByAvatar'}
{'source': 'Zealot Herald', 'itemName': 'Neurodes', 'rarity': 'Common', 'chance': 2.5, 'tablename': 'resourceByAvatar'}
{'source': 'Zealot Herald', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 2.5, 'tablename': 'resourceByAvatar'}
{'source': 'Zealot Baptizer', 'itemName': 'Neurodes', 'rarity': 'Common', 'chance': 2.5, 'tablename': 'resourceByAvatar'}
{'source': 'Zealot Baptizer', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 2.5, 'tablename': 'resourceByAvatar'}
{'source': 'Juno Sapper Moa', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Rogue Condroc', 'itemName': 'Condroc Wing', 'rarity': 'Common', 'chance': 100, 'tablename': 'resourceByAvatar'}
{'source': 'Brachiolyst Disperser', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 9.74, 'tablename': 'resourceByAvatar'}
{'source': 'Brachiolyst Disperser', 'itemName': 'Orokin Cell', 'rarity': 'Rare', 'chance': 0.26, 'tablename': 'resourceByAvatar'}
{'source': 'Machinist', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Carrion Charger', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Arbitration Shield Drone', 'itemName': 'Vitus Essence', 'rarity': 'Common', 'chance': 6, 'tablename': 'resourceByAvatar'}
{'source': 'Corrupted Drahk Master', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Corrupted Drahk', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 19.36, 'tablename': 'resourceByAvatar'}
{'source': 'Corrupted Drahk', 'itemName': 'Nav Coordinate', 'rarity': 'Uncommon', 'chance': 5.64, 'tablename': 'resourceByAvatar'}
{'source': 'Corrupted Power Carrier', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Derivator Crewman', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Demolisher Devourer', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 11.21, 'tablename': 'resourceByAvatar'}
{'source': 'Demolisher Devourer', 'itemName': 'Region Resource', 'rarity': 'Uncommon', 'chance': 3.79, 'tablename': 'resourceByAvatar'}
{'source': 'Demolisher Expired', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 11.21, 'tablename': 'resourceByAvatar'}
{'source': 'Demolisher Expired', 'itemName': 'Region Resource', 'rarity': 'Uncommon', 'chance': 3.79, 'tablename': 'resourceByAvatar'}
{'source': 'Demolisher Boiler', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 11.21, 'tablename': 'resourceByAvatar'}
{'source': 'Demolisher Boiler', 'itemName': 'Region Resource', 'rarity': 'Uncommon', 'chance': 3.79, 'tablename': 'resourceByAvatar'}
{'source': 'Demolisher Machinist', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 11.21, 'tablename': 'resourceByAvatar'}
{'source': 'Demolisher Machinist', 'itemName': 'Region Resource', 'rarity': 'Uncommon', 'chance': 3.79, 'tablename': 'resourceByAvatar'}
{'source': 'Demolisher Machinist', 'itemName': 'Somatic Fibers', 'rarity': 'Common', 'chance': 15, 'tablename': 'resourceByAvatar'}
{'source': 'Demolisher Bailiff', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 11.21, 'tablename': 'resourceByAvatar'}
{'source': 'Demolisher Bailiff', 'itemName': 'Region Resource', 'rarity': 'Uncommon', 'chance': 3.79, 'tablename': 'resourceByAvatar'}
{'source': 'Demolisher Bailiff', 'itemName': 'Kuva', 'rarity': 'Common', 'chance': 100, 'tablename': 'resourceByAvatar'}
{'source': 'Demolisher Hyena', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 11.21, 'tablename': 'resourceByAvatar'}
{'source': 'Demolisher Hyena', 'itemName': 'Region Resource', 'rarity': 'Uncommon', 'chance': 3.79, 'tablename': 'resourceByAvatar'}
{'source': 'Demolisher Hyena', 'itemName': 'Somatic Fibers', 'rarity': 'Common', 'chance': 15, 'tablename': 'resourceByAvatar'}
{'source': 'Demolisher Thrasher', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 11.21, 'tablename': 'resourceByAvatar'}
{'source': 'Demolisher Thrasher', 'itemName': 'Region Resource', 'rarity': 'Uncommon', 'chance': 3.79, 'tablename': 'resourceByAvatar'}
{'source': 'Demolisher Juggernaut', 'itemName': 'Pulsating Tubercles', 'rarity': 'Uncommon', 'chance': 25, 'tablename': 'resourceByAvatar'}
{'source': 'Demolisher Juggernaut', 'itemName': 'Infected Palpators', 'rarity': 'Uncommon', 'chance': 25, 'tablename': 'resourceByAvatar'}
{'source': 'Demolisher Juggernaut', 'itemName': 'Chitinous Husk', 'rarity': 'Uncommon', 'chance': 25, 'tablename': 'resourceByAvatar'}
{'source': 'Demolisher Juggernaut', 'itemName': 'Severed Bile Sac', 'rarity': 'Uncommon', 'chance': 25, 'tablename': 'resourceByAvatar'}
{'source': 'Demolisher Anti Moa', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 11.21, 'tablename': 'resourceByAvatar'}
{'source': 'Demolisher Anti Moa', 'itemName': 'Region Resource', 'rarity': 'Uncommon', 'chance': 3.79, 'tablename': 'resourceByAvatar'}
{'source': 'Demolisher Anti Moa', 'itemName': 'Somatic Fibers', 'rarity': 'Common', 'chance': 15, 'tablename': 'resourceByAvatar'}
{'source': 'Demolisher Heavy Gunner', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 11.21, 'tablename': 'resourceByAvatar'}
{'source': 'Demolisher Heavy Gunner', 'itemName': 'Region Resource', 'rarity': 'Uncommon', 'chance': 3.79, 'tablename': 'resourceByAvatar'}
{'source': 'Demolisher Heavy Gunner', 'itemName': 'Kuva', 'rarity': 'Common', 'chance': 100, 'tablename': 'resourceByAvatar'}
{'source': 'Demolisher Nox', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 11.21, 'tablename': 'resourceByAvatar'}
{'source': 'Demolisher Nox', 'itemName': 'Region Resource', 'rarity': 'Uncommon', 'chance': 3.79, 'tablename': 'resourceByAvatar'}
{'source': 'Demolisher Nox', 'itemName': 'Kuva', 'rarity': 'Common', 'chance': 100, 'tablename': 'resourceByAvatar'}
{'source': 'Demolisher Charger', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 11.21, 'tablename': 'resourceByAvatar'}
{'source': 'Demolisher Charger', 'itemName': 'Region Resource', 'rarity': 'Uncommon', 'chance': 3.79, 'tablename': 'resourceByAvatar'}
{'source': 'Demolisher Bursa', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 11.21, 'tablename': 'resourceByAvatar'}
{'source': 'Demolisher Bursa', 'itemName': 'Region Resource', 'rarity': 'Uncommon', 'chance': 3.79, 'tablename': 'resourceByAvatar'}
{'source': 'Demolisher Bursa', 'itemName': 'Somatic Fibers', 'rarity': 'Common', 'chance': 15, 'tablename': 'resourceByAvatar'}
{'source': 'Demolisher Kuva Guardian', 'itemName': 'Kuva', 'rarity': 'Common', 'chance': 100, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Elite Lancer', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Eviscerator', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Napalm', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Heavy Gunner', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Bombard', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Reaver', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Hellion', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Hellion', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Lancer', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Shield Lancer', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Trooper', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Seeker', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Roller', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Flameblade', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Butcher', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Shield Dargyn', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Shield Dargyn', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Dargyn', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Dargyn', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Ballista', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Mortar Bombard', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Predator', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Dargyn Pilot', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Plains Commander', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Aerial Commander', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Tusk Command Dargyn', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Recon Commander', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Elite Shield Lancer', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Erra', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 48.71, 'tablename': 'resourceByAvatar'}
{'source': 'Erra', 'itemName': 'Orokin Cell', 'rarity': 'Rare', 'chance': 1.29, 'tablename': 'resourceByAvatar'}
{'source': 'Orphid Husks', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Ashen Kuaka', 'itemName': 'Kuaka Spinal Claw', 'rarity': 'Common', 'chance': 100, 'tablename': 'resourceByAvatar'}
{'source': 'Kuva Hyekka', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 19.36, 'tablename': 'resourceByAvatar'}
{'source': 'Kuva Hyekka', 'itemName': 'Nav Coordinate', 'rarity': 'Uncommon', 'chance': 5.64, 'tablename': 'resourceByAvatar'}
{'source': 'Kuva Trokarian', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Undying Flyer', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Nightwatch Reaver', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Kuva Larvling', 'itemName': 'Neurodes', 'rarity': 'Common', 'chance': 2.5, 'tablename': 'resourceByAvatar'}
{'source': 'Kuva Larvling', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 2.5, 'tablename': 'resourceByAvatar'}
{'source': 'Ratel', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Minima Moa', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Nightwatch Bailiff', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Nightwatch Gunner', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Nightwatch Carrier', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Nightwatch Flameblade', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Nightwatch Hyekka Master', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
{'source': 'Nightwatch Lancer', 'itemName': 'Region Resource', 'rarity': 'Common', 'chance': 7, 'tablename': 'resourceByAvatar'}
